ID,Brand,Variety,Style,Country,Stars
r2314,nissin,Cup Noodles Spicy Beef Flavour,Cup,Hong Kong,4.0
r2313,xiao ban mian,Sesame Oil With Garlic Flavor Thin Noodle,Pack,Taiwan,3.5
r2312,xiao ban mian,Traditional Shallot & Onion Oil Noodle,Pack,Taiwan,5.0
r2311,xiao ban mian,Sesame Sauce Matcha Noodle,Pack,Taiwan,3.75
r2310,pran,Mr. Noodles Instant Noodles Beef Flavour,Pack,Bangladesh,4.0
r2309,nissin,Cup Noodles Big Seafood Flavour,Cup,Hong Kong,3.5
r2308,fantastic,Noodles Chicken Chow Mein Flavour,Cup,Australia,3.5
r2307,ottogi,Ramyun Sabor Pollo,Pack,Mexico,4.0
r2306,nissin,Demae Iccho Black Garlic Oil Tonkotsu Flavour Instant Noodles,Cup,Hong Kong,4.0
r2305,ajinatori,Chicken Flavor Ramen,Pack,Japan,3.5
r2304,maggi,2 Minute Noodles Masala Spicy,Pack,India,5.0
r2303,maruchan,Sopa Maruchan Sobar A Camaron,Pack,Mexico,3.25
r2302,nissin,Yakisoba,Tray,Japan,5.0
r2301,suimin,Noodle With Oriental Chicken Flavour,Cup,Australia,2.75
r2300,nissin,Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle,Pack,Hong Kong,4.0
r2299,cintan,Mi Segera Mmm... Original,Pack,Malaysia,3.0
r2298,nissin,Cup Noodles Spicy Chile Chicken (New Recipe),Cup,United States,3.75
r2297,chuan wei wang,Bowl Instant Noodles Artificial Beef With Sauerkraut Flavor,Bowl,China,3.25
r2296,suimin,Noodles With Chicken Flavour,Cup,Australia,2.5
r2295,nissin,Cup Noodles Seafood,Cup,China,4.0
r2294,sapporo ichiban,Tabimen AizuKitakata Gyokai Shoyu Ramen,Bowl,Japan,3.5
r2293,nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,Hong Kong,5.0
r2292,sichuan baijia,Chongqing Noodles Spicy Hot Flavor,Pack,China,4.5
r2291,samyang foods,Buldak Bokkummyun Cheese Flavor,Pack,South Korea,3.5
r2290,nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5.0
r2289,myojo,Shin Toyama Black Ramen,Bowl,Japan,3.75
r2288,nissin,Cup Noodles Tom Yum Goong Flavour,Cup,Hong Kong,4.0
r2287,master kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0.0
r2286,kamfen,Noodle King Artificial Abalone And Chicken Soup Flavored,Bowl,Hong Kong,4.25
r2285,fantastic,Noodles Beef Flavour,Cup,Australia,3.0
r2284,nissin,Korean Kimchi Flavour Vermicelli,Cup,Hong Kong,3.75
r2283,nissin,Raoh Pork Bone Soy Soup Noodle,Pack,Japan,4.5
r2282,samyang foods,Gold Jjamppong Fried Noodle,Pack,South Korea,5.0
r2281,nissin,Demae Iccho Red Hot Seafood Flavour Instant Noodle,Cup,Hong Kong,3.5
r2280,sichuan baijia,Chongqing Noodles Hot & Sour Flavor,Pack,China,4.0
r2279,nissin,Demae Iccho Spicy Tonkotsu Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,4.5
r2278,nissin,Raoh Tantanmen,Pack,Japan,4.75
r2277,goku-uma,Ramen Noodles Soy Sauce Flavor,Bowl,United States,2.75
r2276,nissin,Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe),Cup,United States,3.0
r2275,jml,Hot & Sour Beef Noodles,Pack,China,3.75
r2274,suimin,Noodles With Braised Beef Flavour,Cup,Australia,3.5
r2273,uni-president,A Q Bucket Noodle Korean Kimchi Flavor,Bowl,Taiwan,4.25
r2272,nissin,Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,3.5
r2271,sichuan baijia,Chongqing Noodles Burning Dry Noodles,Pack,China,5.0
r2270,samyang foods,Fresh Bibimmyun Fried Noodle,Pack,South Korea,3.75
r2269,wai wai,Instant Noodles Veg Masala Flavour,Pack,India,3.5
r2268,nissin,Nupasta Neapolitan Flavour Instant Noodle,Pack,Hong Kong,4.5
r2267,shirakiku,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,United States,2.0
r2266,nissin,Disney Cuties Instant Noodle Crab Flavour,Cup,Thailand,3.5
r2265,nissin,Cup Noodles Rich Soft Shelled Turle Soup,Cup,Japan,2.75
r2264,unif,Instant Vegetarian Beehoon Rice Vermicelli,Pack,Taiwan,0.5
r2263,sichuan baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,4.25
r2262,dream kitchen,Curry Flavour Instant Noodles,Cup,United States,4.5
r2261,tablemark,Tohokuno Aji Yonezawa Ramen,Bowl,Japan,4.0
r2260,uni-president,Science Noodle (X'Mas Edition),Pack,Taiwan,5.0
r2259,farmer's heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,United States,3.75
r2258,kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,4.25
r2257,fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.25
r2256,goku-uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,United States,3.25
r2255,daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5.0
r2254,nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3.0
r2253,singa-me,Instant Noodles Mi Goreng Flavour,Cup,Australia,3.75
r2252,new touch,Sugomen Sano Ramen,Bowl,Japan,5.0
r2251,ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,3.75
r2250,nissin,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,Hong Kong,4.0
r2249,love cook,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,3.75
r2248,nongshim,Shin Noodle Soup,Cup,United States,4.5
r2247,nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,4.5
r2246,dream kitchen,Soy Sauce,Cup,United States,3.5
r2245,nissin,Vietnamese Chicken Coriander Flavour Vermicelli,Cup,Hong Kong,3.5
r2244,kang shi fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,3.75
r2243,nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Hong Kong,3.75
r2242,great value,Beef Style Noodles With Vegetables,Cup,Canada,2.75
r2241,fuku,Spicy Soup Instant Noodle Beef Flavour,Pack,Hong Kong,3.5
r2240,wang,Rice Noodle Anchovy Flavor,Bowl,South Korea,3.25
r2239,nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,United States,3.5
r2238,asian thai foods,Rumpum Gundruk Flavour,Pack,Nepal,0.5
r2237,nissin,Cup Noodle Light+ Bagna Cauda,Cup,Japan,5.0
r2236,maruchan,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,4.25
r2235,fashion food,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,3.75
r2234,paldo,Bibim Men,Bowl,South Korea,4.5
r2233,nissin,Cup Noodles Milk Seafood Flavour,Cup,Hong Kong,3.75
r2232,nissin,Spicy Chikin Donburi,Bowl,Japan,4.5
r2231,fantastic,Noodle Chicken Flavour,Cup,Australia,3.75
r2230,marutai,Kuroma-Yu Tonkotsu Kumamoto Ramen,Pack,Japan,4.0
r2229,kang shi fu,Artificial Beef With Sauerkraut Flavour,Pack,Hong Kong,4.0
r2228,nissin,Raoh Shoyu Ramen,Bowl,Japan,5.0
r2227,maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,United States,3.75
r2226,nagatanien,Hiyashi Soba Taidashi Goma,Pack,Japan,2.75
r2225,fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,3.75
r2224,wai wai,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4.0
r2223,koka,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,3.75
r2222,nyor nyar,Vegetarian Penang White Curry,Pack,Malaysia,5.0
r2221,nissin,Cup Noodle Seafood,Cup,Japan,4.5
r2220,paldo,Budae Jjigae,Pack,South Korea,5.0
r2219,fantastic,Noodles Crispy Bacon Flavour,Cup,Australia,1.0
r2218,tseng noodles,Spicy Braised Pork Flavor,Pack,Taiwan,4.0
r2217,nissin,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,Hong Kong,4.75
r2216,a-sha dry noodle,Chow Mein Spicy Flavor,Tray,Taiwan,3.0
r2215,myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5.0
r2214,sapporo ichiban,Tabimen Nagasaki Chanpon,Bowl,Japan,4.25
r2213,acecook,Oh! Ricey Pork Flavour,Pack,Vietnam,3.75
r2212,paldo,Bul Jjamppong,Pack,South Korea,3.75
r2211,nissin,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,3.0
r2210,morre,Instant Noodles Masala,Pack,Pakistan,3.75
r2209,nissin,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5.0
r2208,roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,United States,0.25
r2207,nissin,Big Cup Noodles Tonkotsu Flavour,Cup,Hong Kong,3.0
r2206,nissin,Deka Buto Kuro M-yu Tonkotsu,Bowl,Japan,4.75
r2205,maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,United States,3.5
r2204,nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4.25
r2203,nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,United States,3.75
r2202,nissin,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,4.25
r2201,mr. lee's noodles,Penang Chicken Curry Laksa,Cup,UK,2.0
r2200,mr. lee's noodles,Shaolin Monk Vegetables,Cup,UK,5.0
r2199,mr. lee's noodles,Tai Chi Chicken,Cup,UK,3.0
r2198,mr. lee's noodles,Dragon Fire Mushroom,Cup,UK,2.5
r2197,mr. lee's noodles,Hong Kong Street Beef,Cup,UK,5.0
r2196,mr. lee's noodles,Warrior Fighting Shrimp,Cup,UK,3.25
r2195,nissin,Gyorai Inaniwa Chuka Soba,Bowl,Japan,5.0
r2194,fuku,Chicken Flavour Instant Noodle,Pack,Hong Kong,3.5
r2193,knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,2.5
r2192,nyor nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5.0
r2191,choumama,XO Scallops Sauce Dry Noodles,Pack,Taiwan,4.0
r2190,myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75
r2189,nissin,Demae Ramen Sesame Oil Flavour Cup,Cup,Hong Kong,4.0
r2188,singa-me,Instant Noodles Chicken Flavour,Cup,Australia,2.5
r2187,pulmuone,Non-Fried Ramyun Noodle (Crab Flavor),Pack,South Korea,5.0
r2186,master kong,Assorted Seafood Noodles,Pack,China,3.5
r2185,nissin,Raoh Hot & Sour Ramen,Pack,Japan,5.0
r2184,president rice,Coriander Instant Rice Noodles,Bowl,Thailand,2.75
r2183,mama,Instant Rice Noodles Moo Nam Tok Flavour,Pack,Thailand,3.5
r2182,mama,Instant Rice Vermicelli Clear Soup,Pack,Thailand,3.5
r2181,mama,Instant Rice Noodles Chicken Flavour,Pack,Thailand,3.5
r2180,mama,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,2.75
r2179,mama,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,5.0
r2178,mama,Instant Tom Yam Rice Noodles,Pack,Thailand,3.75
r2177,mama,Instant Rice Noodles Vegetable Flavour,Pack,Thailand,3.75
r2176,mama,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5.0
r2175,mama,Instant Flat Noodles Clear Soup,Pack,Thailand,3.5
r2174,mama,Cup Rice Noodles Tom Saab Flavour,Cup,Thailand,5.0
r2173,mama,Instant Rice Noodles Stew Beef Flavour,Pack,Thailand,3.5
r2172,mama,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,3.75
r2171,mama,Instant Flat Noodles Tom Yam Flavour,Pack,Thailand,4.0
r2170,maruchan,Ramen Noodle soup Mushroom Flavor,Pack,United States,3.75
r2169,happy family,Vegetable Flavour Instant Noodles,Pack,Singapore,4.0
r2168,tseng noodles,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,5.0
r2167,great value,Vegetable Flavour Noodles With Vegetables,Cup,Canada,2.5
r2166,jml,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China,4.0
r2165,suimin,Noodles With Hot & Spicy Flavour,Cup,Australia,3.0
r2164,tseng noodles,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,5.0
r2163,nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,4.25
r2162,tseng noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5.0
r2161,nongshim,Chal Bibim Myun,Pack,South Korea,5.0
r2160,menraku,Japanese Yakisoba Umami Sauce,Bowl,Japan,5.0
r2159,la moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3.25
r2158,a-sha dry noodle,Chow Mein Original Flavor,Tray,Taiwan,5.0
r2157,master kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,3.75
r2156,a-sha dry noodle,Chow Mein Oyster Sauce BBQ Flavor,Tray,Taiwan,2.25
r2155,jingqi,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3.5
r2154,jingqi,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,Taiwan,4.0
r2153,jingqi,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Pack,Taiwan,3.75
r2152,jingqi,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0
r2151,jingqi,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Pack,Taiwan,4.75
r2150,jingqi,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3.25
r2149,jingqi,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0
r2148,jingqi,Black Eyes Bean Pumpkin Noodles With Basil Sauce,Pack,Taiwan,4.5
r2147,maruchan,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,United States,3.0
r2146,sapporo ichiban,Kun Ramen Sumo-kuchikin (Smoked Chicken),Bowl,Japan,3.25
r2145,dream kitchen,Tonkotsu,Cup,United States,2.75
r2144,nissin,Lamen Sabor Picanha,Pack,Brazil,3.5
r2143,thien houng foods,Lemon Chicken Flavour Instant Noodles,Pack,Vietnam,3.25
r2142,maruchan,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,United States,3.75
r2141,nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5.0
r2140,wang,Rice Noodle Seafood Flavour,Bowl,South Korea,5.0
r2139,fuku,Superior Soup Instant Noodles (Mfg in Thailand),Pack,Hong Kong,3.75
r2138,fuku,Superior Soup Instant Noodles (Mfg in Vietnam),Pack,Hong Kong,3.5
r2137,nissin,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,Hong Kong,4.25
r2136,nissin,Demae Ramen Roast Beef Flavour Instant Noodles,Pack,Hong Kong,4.0
r2135,doll,Instant Noodle Supreme Abalone And Chicken Flavour,Pack,Hong Kong,2.0
r2134,four seas,Chicken Flavour Instant Noodle,Pack,Hong Kong,3.75
r2133,nissin,Kimchi Chikin Ramen Donburi,Bowl,Japan,5.0
r2132,maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,United States,5.0
r2131,myojo,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,4.0
r2130,kang shi fu,Artificial Salted Beef With Mushrooms Flavour,Pack,Hong Kong,4.25
r2129,carjen,Hot & Spicy Dry Curry With Chives Soup,Pack,Malaysia,5.0
r2128,sapporo ichiban,Taimeiken Yousyoku Yasangatsukutta Omumen,Cup,Japan,4.0
r2127,suimin,Noodles With Chicken & Sweet Corn Flavour,Cup,Australia,2.25
r2126,nissin,Mennippon Oumi Chanpon,Bowl,Japan,5.0
r2125,happy family,Curry Flavour Instant Noodles,Pack,Singapore,3.75
r2124,7 select,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,Thailand,3.5
r2123,nissin,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,5.0
r2122,nissin,Chilli Noodles Stir Fried Holy Basil Flavour,Pack,Thailand,4.75
r2121,nissin,Instant Noodles Moo Manao Flavour,Pack,Thailand,3.5
r2120,nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5
r2119,nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.5
r2118,nissin,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,Thailand,3.25
r2117,7 select,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,Thailand,3.75
r2116,nissin,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,Thailand,4.0
r2115,nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4.0
r2114,nissin,Instant Noodles Minced Pork Flavour,Pack,Thailand,3.5
r2113,nissin,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,3.75
r2112,nissin,Chilli Noodles Spicy Tom Yum Flavour,Pack,Thailand,3.75
r2111,nissin,Cup Noodles Chilli Crab Flavour,Cup,Hong Kong,3.75
r2110,great value,Vegetarian Flavour Ramen Noodles,Pack,Canada,3.0
r2109,oni hot pot,Tuna With Shallot Flavor Noodle,Pack,Taiwan,4.25
r2108,weh lih,GGE Noodle Snack Wheat Crackers Original Ramen,Pack,Taiwan,1.0
r2107,nissin,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,4.5
r2106,itomen,Onion Flavor Shoyu Ramen,Pack,Japan,3.5
r2105,maruchan,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,United States,3.0
r2104,wang,Rice Noodle Kimchi Flavor,Bowl,South Korea,4.0
r2103,roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,Pack,United States,0.0
r2102,nissin,Cup Noodles Singapore Laksa,Cup,Japan,5.0
r2101,samyang foods,Pojangmacha Udon,Pack,South Korea,4.0
r2100,myojo,Mee Goreng Original Flavour,Pack,Singapore,4.0
r2099,sanpo,Yakibuta Ramen,Bowl,Japan,4.0
r2098,nongshim,Kimchi Flavor Noodle Soup,Cup,United States,5.0
r2097,carjen,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,Malaysia,5.0
r2096,maruchan,Seimen Noukou Toro Tonkotsu,Bowl,Japan,4.0
r2095,nissin,Straits Kitchen Laksa,Pack,Singapore,5.0
r2094,nongshim,Champong Noodle Soup Spicy Seafood Flavor,Pack,South Korea,5.0
r2093,oni hot pot,Seaweed Flavour Noodle,Pack,Taiwan,2.0
r2092,doll,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,4.0
r2091,mykuali,Penang Hokkien Prawn Noodle Authentic Taste,Cup,Malaysia,5.0
r2090,nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5.0
r2089,nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5.0
r2088,nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4.0
r2087,nissin,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,4.0
r2086,nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,5.0
r2085,fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5.0
r2084,nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5.0
r2083,nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5.0
r2082,nissin,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,4.0
r2081,nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4.0
r2080,fuku,Non-Fried Superior Soup Noodle,Pack,Hong Kong,4.0
r2079,nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5.0
r2078,nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4.0
r2077,nissin,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,5.0
r2076,nissin,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,3.75
r2075,mi sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5
r2074,nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5
r2073,great value,Spicy Ramen Noodles,Pack,Canada,4.0
r2072,maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,United States,5.0
r2071,a-sha dry noodle,Tainan Noodle Original Sauce,Pack,Taiwan,5.0
r2070,tokushima seifun,Negi Ramen,Bowl,Japan,1.75
r2069,doll,Instant Noodle Vegetarian Flavour,Pack,Hong Kong,3.75
r2068,maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5.0
r2067,samyang foods,Fresh Jjajang,Pack,South Korea,4.5
r2066,marutai,Hakata Tonkotsu Ramen,Pack,Japan,5.0
r2065,four seas,Kung Tak Lam Vegetarian Noodle (Mushroom),Pack,Hong Kong,3.0
r2064,nongshim,Arrabiata Rice Bucatini,Pack,United States,5.0
r2063,mamee,Pepper Noodles Vegetarian,Pack,Hong Kong,3.25
r2062,ottogi,Ramyon Sabor Mariscos,Pack,Mexico,3.75
r2061,kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25
r2060,nissin,Cup Noodle Light+ Cheese Fondue,Cup,Japan,5.0
r2059,four seas,Beef And Radish Flavour Instant Noodle,Pack,Hong Kong,2.5
r2058,zow zow,Instant Noodle Shrimp Tom Yam Flavoured,Pack,Thailand,3.75
r2057,nissin,RapiFideo Sabor A Chile Y Limon,Cup,Mexico,3.75
r2056,koyo,Garlic Pepper Reduced Sodium Ramen,Pack,United States,0.0
r2055,nissin,Tokyo Tokunou Gyokai Tonkotsu,Bowl,Japan,5.0
r2054,suimin,Noodles Curried Prawn Flavour,Cup,Australia,3.25
r2053,maruchan,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,United States,3.75
r2052,indomie,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,3.5
r2051,master kong,Artificial Pork Ribs Flavour Instant Noodle,Pack,China,3.5
r2050,mykuali,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,Malaysia,5.0
r2049,ottogi,Ramyon Sabor A Res,Pack,Mexico,3.5
r2048,acecook,Kadomen Koikoku Tonkotsu,Bowl,Japan,3.75
r2047,oni hot pot,XO Sauce Noodle,Pack,Taiwan,4.5
r2046,e-zee,Perisa Asam Pedas Mi Segera,Pack,Malaysia,3.75
r2045,great value,Chicken Style Ramen Noodles,Pack,Canada,3.5
r2044,doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3.0
r2043,oree garden,Malaysia Green Curry Noodle,Bowl,Malaysia,5.0
r2042,suimin,Noodles Mi Goreng,Cup,Australia,4.25
r2041,master kong,Tomato Sauce Instant Noodle,Pack,China,4.5
r2040,nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5.0
r2039,tokushima seifun,Yakibuta Ramen,Bowl,Japan,5.0
r2038,a1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5
r2037,migawon,Hovenia Ramen Vegetable Flavor,Pack,South Korea,3.5
r2036,a-sha dry noodle,Hakka BBQ Sauce Noodle,Pack,Taiwan,4.25
r2035,acecook,Maru Uma Curry Udon,Cup,Japan,3.5
r2034,fantastic,Noodles Oriental Flavour,Cup,Australia,3.25
r2033,chaudhary's wai wai,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,India,2.5
r2032,kamfen,Noodle King Artificial Beef Soup Flavored,Bowl,Hong Kong,3.75
r2031,carjen,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,Malaysia,5.0
r2030,myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,3.75
r2029,singa-me,Instant Noodles Beef Flavour,Cup,Australia,2.0
r2028,maruchan,Sopa Maruchan Sabor a Camaron Limon y Habanero,Pack,Mexico,3.5
r2027,nissin,Shinshu Miso Ramen,Bowl,Japan,5.0
r2026,mykuali,Penang White Curry Authentic Taste Cup,Cup,Malaysia,4.75
r2025,urban noodle,Authentic Street Food Chow Mein,Cup,UK,2.0
r2024,urban noodle,Authentic Street Food Pad Thai,Cup,UK,2.5
r2023,urban noodle,Authentic Street Food Black Bean,Cup,UK,0.0
r2022,urban noodle,Authentic Street Food Thai Red Curry,Cup,UK,3.0
r2021,urban noodle,Authentic Street Food Satay,Cup,UK,5.0
r2020,kang shi fu,Artificial Roasted Beef,Pack,China,3.5
r2019,acecook,Seabura Tonkotsu Ramen,Cup,Japan,3.75
r2018,pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4.0
r2017,samyang foods,Honey & Cheese Big Bowl,Bowl,South Korea,0.0
r2016,great value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5
r2015,e-zee,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,5.0
r2014,oni hot pot,Ghost Pepper Noodle,Pack,Taiwan,4.5
r2013,great value,Beef Style Ramen Noodles,Pack,Canada,3.5
r2012,mama,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2.0
r2011,trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2.0
r2010,mama,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75
r2009,conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,2.75
r2008,sichuan baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5
r2007,nongshim,Rice Fettucini Alfredo,Pack,United States,3.75
r2006,kamfen,Wonton Noodles Beef Flavour,Bowl,Hong Kong,3.75
r2005,a-sha dry noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.5
r2004,nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75
r2003,nissin,Raoh Rich Miso Flavor,Bowl,Japan,5.0
r2002,nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.75
r2001,nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,3.5
r2000,nissin,Chikin Ramen Donburi,Bowl,Japan,5.0
r1999,nissin,Curry Udon,Cup,Japan,5.0
r1998,nissin,Men Shokunin Shoyu,Bowl,Japan,5.0
r1997,nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.25
r1996,nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4.0
r1995,nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5.0
r1994,nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5.0
r1993,nissin,Raoh Tonkotsu,Pack,Japan,5.0
r1992,nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5
r1991,nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,4.5
r1990,nissin,Cup Noodle,Cup,Japan,5.0
r1989,mykuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5.0
r1988,mama,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5
r1987,nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,4.5
